DATAFLOW,LAST UPDATE,freq,cons_fp,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Croatia,2021,3,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Croatia,2022,3.16,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Hungary,2010,2.34,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Hungary,2011,2.32,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Hungary,2012,2.27,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Hungary,2013,2.24,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Hungary,2014,2.29,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Hungary,2015,2.34,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Hungary,2016,2.4,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Hungary,2017,2.48,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Hungary,2018,2.55,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Hungary,2019,2.56,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Hungary,2020,2.52,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Hungary,2021,2.56,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Hungary,2022,2.65,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Ireland,2010,4.9,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Ireland,2011,4.9,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Ireland,2012,4.86,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Ireland,2013,4.8,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Ireland,2014,4.91,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Ireland,2015,4.84,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Ireland,2016,4.71,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Ireland,2017,4.93,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Ireland,2018,4.83,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Ireland,2019,4.65,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Ireland,2020,4.17,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Ireland,2021,3.8,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Ireland,2022,3.9,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Italy,2010,3.73,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Italy,2011,3.65,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Italy,2012,3.51,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Italy,2013,3.43,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Italy,2014,3.5,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Italy,2015,3.58,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Italy,2016,3.58,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Italy,2017,3.79,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Italy,2018,3.67,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Italy,2019,3.76,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Italy,2020,3.43,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Italy,2021,3.5,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Italy,2022,3.76,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2010,2.81,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2011,2.82,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2012,2.99,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2013,2.93,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2014,2.81,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2015,2.78,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2016,2.86,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2017,3.05,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2018,3.15,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2019,3.21,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2020,3.17,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2021,3.33,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2022,3.26,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2010,4.57,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2011,4.62,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2012,4.6,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2013,4.55,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2014,4.55,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2015,4.67,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2016,4.59,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2017,4.65,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2018,4.62,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2019,4.61,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2020,4.44,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2021,4.64,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2022,4.7,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2010,2.91,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2011,2.87,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2012,2.89,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2013,2.84,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2014,2.91,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2015,2.93,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2016,3.01,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2017,3.08,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2018,3.11,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2019,3.16,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2020,3.13,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2021,3.15,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2022,3.4,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2010,3.49,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2011,3.52,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2012,3.62,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2013,3.67,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2014,3.77,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2015,3.82,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2016,3.89,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2017,4.01,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2018,4.04,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2019,4.04,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2020,3.69,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2021,3.79,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2022,3.93,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2010,3.07,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2011,2.98,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2012,2.94,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2013,3.04,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2014,3.07,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2015,3.03,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2016,3.09,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2017,3.07,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2018,3.13,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2019,3.08,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2020,2.7,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2021,2.75,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2022,2.94,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2010,2.42,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2011,2.41,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2012,2.41,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2013,2.41,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2014,2.47,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2015,2.5,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2016,2.66,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2017,2.72,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2018,2.78,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2019,2.77,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2020,2.8,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2021,2.94,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2022,3.02,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2010,3,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2011,2.88,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2012,2.82,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2013,2.84,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2014,2.92,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2015,2.96,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2016,3.07,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2017,3.23,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2018,3.38,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2019,3.47,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2020,3.18,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2021,3.25,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2022,3.5,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2010,2,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2011,2.02,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2012,2.01,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2013,2.08,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2014,2.1,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2015,2.14,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2016,2.19,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2017,2.22,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2018,2.24,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2019,2.26,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2020,2.25,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2021,2.34,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2022,2.41,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2010,4.18,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2011,4.11,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2012,3.96,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2013,3.94,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2014,3.96,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2015,3.94,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2016,3.86,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2017,3.8,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2018,3.75,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2019,3.73,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2020,3.28,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2021,3.38,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2022,3.65,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2010,3.14,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2011,3.11,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2012,3.02,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2013,2.99,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2014,3.01,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2015,3.12,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2016,3.22,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2017,3.24,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2018,3.21,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2019,3.18,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2020,3.07,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2021,2.99,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2022,3.1,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2010,2.18,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2011,2.22,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2012,2.14,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2013,2.19,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2014,2.2,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2015,2.15,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2016,2.28,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2017,2.35,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2018,2.37,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2019,2.37,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2020,2.34,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2021,2.39,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2022,2.54,,
